389,1.49,1.88,1,0.856
390,0.78,3.36,1,0.945
391,2.49,0.03,1,0.693
392,1.49,4.11,1,0.981
393,0.26,3.6,1,0.964
394,3.42,2.65,1,0.852
395,2.18,0.02,1,0.874
396,0.5,2.14,1,0.654
397,4.3,3.76,1,0.815
398,1.21,1.84,1,0.711
399,3.32,4.61,1,0.637
400,2.34,2.81,1,0.8
401,1.92,3.23,1,0.885
402,3.31,1.86,1,0.789
403,0.03,4.11,1,0.929
404,4.23,2.72,1,0.711
405,1.05,2.19,1,0.742
406,3.12,3.04,1,0.987
407,4.06,2.09,1,0.762
408,3.98,0.56,1,0.956
409,0.5,3.15,1,0.769
410,1.12,3.22,1,0.711
411,3.51,4.82,1,0.728
412,1.63,3.95,1,0.956
413,1.35,1.04,1,0.946
414,4.51,1.16,1,0.387
415,3.64,4.39,1,0.747
416,2.5,4.27,1,0.883
417,2.31,4.59,1,0.841
418,2.11,1.79,1,0.695
419,2.55,2.68,1,0.98
420,2.14,4.69,1,0.925
421,0.14,4.77,1,0.969
422,2.59,2.72,1,0.852
423,2.74,4.7,1,0.984
424,4.2,0.16,1,0.966
425,4.83,0.31,1,0.754
426,0.83,1.68,1,0.904
427,1.84,2.26,1,0.873
428,4.52,3.15,1,0.764
429,3.41,3.99,1,0.851
430,3.64,3.69,1,0.652
431,3.59,4.16,1,0.906
432,1.17,0.54,1,0.643
433,0.54,0.99,1,0.864
434,4.24,0.36,1,0.933
435,2.56,2.71,1,0.836
436,4.84,4.96,1,0.703
437,2.28,4.76,1,0.901
438,2.11,1.19,1,0.934
439,0.64,2.75,1,0.856
440,4.26,4.16,1,0.87
441,3.45,3.92,1,0.645
442,3.7,3.22,1,0.936
443,4.54,4.31,1,0.982
444,4.58,3.52,1,0.739
445,1.58,1.18,1,0.949
446,4.65,2.24,1,0.838
447,2.75,3.97,1,0.9
448,0.78,3.0,1,0.889
449,4.7,4.25,1,0.756
450,4.36,1.93,1,0.876
451,1.4,3.68,1,0.663
452,3.2,4.84,1,0.835
453,1.18,2.08,1,0.739
454,0.74,3.55,1,0.813
455,2.56,2.15,1,0.37
456,3.59,3.41,1,0.883
457,2.98,4.94,1,0.73
458,0.12,4.85,1,0.824
459,3.52,3.83,1,0.967
460,2.72,1.31,1,0.874
461,4.33,4.18,1,0.237
462,3.04,1.15,1,0.796
463,3.8,4.79,1,0.8
464,2.71,1.98,1,0.633
465,3.39,1.49,1,0.909
466,3.32,0.26,1,0.691
467,3.8,0.74,1,0.839
468,1.5,1.33,1,0.654
469,2.04,4.56,1,0.969
470,3.15,0.14,1,0.688
471,1.07,2.0,1,0.802
472,3.25,1.95,1,0.984
473,3.95,4.34,1,0.892
474,1.4,3.76,1,0.917
475,2.08,1.74,1,0.648
476,0.85,4.82,1,0.7
477,0.4,1.58,1,0.67
478,3.57,0.53,1,0.777
479,4.03,1.46,1,0.321
480,4.09,3.06,1,0.976
481,4.93,4.05,1,0.813
482,1.18,2.31,1,0.827
483,4.43,2.05,1,0.731
484,2.87,1.01,1,0.694
485,2.49,0.4,1,0.856
486,2.84,1.24,1,0.69
487,3.94,1.52,1,0.647
488,4.28,2.37,1,0.796
489,1.24,2.65,1,0.981
490,1.35,1.05,1,0.742
491,3.33,2.46,1,0.983
492,2.2,2.25,1,0.711
493,3.71,2.04,1,0.81
494,2.48,3.01,1,0.74
495,4.45,0.01,1,0.739
496,3.0,1.35,1,0.822
497,1.92,3.89,1,0.823
498,1.46,2.31,1,0.658
499,4.46,2.56,1,0.943
500,0.38,3.51,1,0.736
501,1.77,2.08,1,0.638
502,4.11,0.58,1,0.796
503,0.91,3.24,1,0.984
504,3.29,0.27,1,0.881
505,2.93,4.44,1,0.68
506,4.99,0.98,1,0.834
507,1.19,1.49,1,0.657
508,0.65,4.84,1,0.922
509,4.37,3.66,1,0.248
510,2.28,3.29,1,0.696
511,3.07,4.13,1,0.734
512,2.8,1.64,1,0.893
513,3.55,4.69,1,0.835
514,4.75,2.87,1,0.952
515,3.88,1.21,1,0.858
516,2.46,1.66,1,0.856
517,2.96,2.22,1,0.808
518,2.8,2.86,1,0.849
519,0.62,4.39,1,0.679
520,1.98,0.18,1,0.85
521,2.13,2.36,1,0.831
522,0.78,0.97,1,0.855
523,1.63,3.61,1,0.689
524,0.56,3.98,1,0.959
525,3.92,1.55,1,0.83
526,2.4,1.1,1,0.746
527,0.12,4.63,1,0.89
528,0.6,2.4,1,0.909
529,3.99,1.64,1,0.95
530,1.58,1.84,1,0.713
531,1.1,0.9,1,0.905
532,0.46,2.42,1,0.769
